FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.4824,6469,7700,Tullinsgade,0,Vesterbro-Kongens Enghave,Ikke registreret,På fortovsudvidelse,Enkeltsidet,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-01-31T11:29:46.525,2018-08-09T11:04:28.195,,,,,2,POINT (723230.3124957538 6175455.39303848)
cykelstativ.4825,4748,7708,Turesensgade,0,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723982.8226995041 6176422.3446273)
cykelstativ.4826,4196,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720720.172218404 6179007.43308703)
cykelstativ.4827,4197,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720722.7254655609 6179012.42425392)
cykelstativ.4828,4199,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720734.6824111191 6179011.99885622)
cykelstativ.4829,4200,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720730.039921854 6179015.09257374)
cykelstativ.4830,4198,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720732.314678572 6179019.04729571)
cykelstativ.4831,4195,7728,Tværvangen,0,Brønshøj-Husum,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720718.380416081 6179014.39825635)
cykelstativ.4832,2613,7748,Tyrolsgade,0,Amager Øst,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,POINT (726905.1441933931 6174002.60919686)
cykelstativ.4833,4369,7780,Tøndergade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,6,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722877.536146432 6175085.05858858)
cykelstativ.4834,4398,7780,Tøndergade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,6,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722767.427122231 6175027.83588642)
cykelstativ.4835,4382,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722837.118678521 6175055.11000189)
cykelstativ.4836,4379,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722837.9569208351 6175053.15423353)
cykelstativ.4837,4378,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722838.376067862 6175060.69830553)
cykelstativ.4838,4377,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722840.8907709051 6175061.9555464)
cykelstativ.4839,4376,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722845.22165533 6175064.19091747)
cykelstativ.4840,4375,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722858.0745389711 6175071.24597929)
cykelstativ.4841,4374,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Model 32,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722851.648153221 6175067.75340228)
cykelstativ.4842,4373,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722790.387211724 6175032.54440628)
cykelstativ.4843,4372,7780,Tøndergade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722786.380059553 6175030.88624515)
cykelstativ.4844,7388,7780,Tøndergade,,Vesterbro-Kongens Enghave,Noli,Ikke registreret,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Digitaliseret manuelt,2017-03-09T13:29:12.657,2018-08-09T11:04:28.195,2013,fase2,,,2,POINT (722838.214276793 6175072.973765367)
cykelstativ.4845,7387,7780,Tøndergade,,Vesterbro-Kongens Enghave,Noli,Ikke registreret,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Digitaliseret manuelt,2017-03-09T13:28:18.938,2018-08-09T11:04:28.195,2013,fase2,,,2,POINT (722824.4960053264 6175066.217004794)
cykelstativ.4846,1680,7780,Tøndergade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Indmålt med GPS,2001-08-23T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (722726.6775565151 6175005.14025945)
cykelstativ.4847,3993,7788,Tårnblæservej,0,Bispebjerg,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (722139.620102659 6179667.72931836)
cykelstativ.4848,5770,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:56:05.03,2018-08-09T11:04:28.195,,,,,0,POINT (724516.2391928101 6179566.329172311)
cykelstativ.4849,5773,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:56:43.062,2018-08-09T11:04:28.195,,,,,0,POINT (724536.5250028825 6179569.052916937)
cykelstativ.4850,5771,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:56:11.545,2018-08-09T11:04:28.195,,,,,0,POINT (724518.675483805 6179566.663611233)
cykelstativ.4851,5769,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:55:47.013,2018-08-09T11:04:28.195,,,,,0,POINT (724513.264409124 6179565.890600565)
cykelstativ.4852,5774,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:56:52.515,2018-08-09T11:04:28.195,,,,,0,POINT (724550.2986475249 6179571.0205804575)
cykelstativ.4853,5772,7800,Tåsingegade,0,Østerbro,Noli,På fortov,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,,eDoc: 2014-0260179,Digitaliseret manuelt,2015-05-20T13:56:33.155,2018-08-09T11:04:28.195,,,,,0,POINT (724532.4491284474 6179568.490727359)
cykelstativ.4854,7236,7824,Ullerupgade,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,6,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (723062.6823313894 6174836.350157963)
cykelstativ.4855,7389,7824,Ullerupgade,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,6,Ikke registreret,,,Digitaliseret manuelt,2017-03-09T13:40:42.94,2018-08-09T11:04:28.195,2013,fase2,,,2,POINT (723064.3610056714 6174847.031786807)
cykelstativ.4856,1728,7824,Ullerupgade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723026.295732098 6174836.39282333)
cykelstativ.4857,5102,7824,Ullerupgade,0,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Ikke registreret,2012-08-06T09:10:25,2018-08-09T11:04:28.195,,,,,2,POINT (723068.613801037 6174832.00477373)
cykelstativ.4858,7172,7844,Under Elmene,,Amager Vest,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,34,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (726327.2190332595 6174715.476462862)
cykelstativ.4859,5631,7848,Ungarnsgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727248.896426475 6174666.81935514)
cykelstativ.4860,5777,7848,Ungarnsgade,0,Amager Øst,Noli,På fortov,Enkeltsidet,Skråt 45 grader,14,Ikke registreret,,eDoc: 2015-0059237,Digitaliseret manuelt,2015-05-20T15:06:22.662,2018-08-09T11:04:28.195,,,,,0,POINT (727271.0294864405 6174592.486168325)
cykelstativ.4861,7405,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,Tilladelse givet 01-02-2017,Digitaliseret manuelt,2017-04-03T11:10:20.299,2018-08-09T11:04:28.195,,,,,2,POINT (727285.3852524702 6174593.695021628)
cykelstativ.4862,7404,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,Tilladelse givet 01-02-2017,Digitaliseret manuelt,2017-04-03T11:10:20.299,2018-08-09T11:04:28.195,,,,,2,POINT (727283.027199631 6174597.954729983)
cykelstativ.4863,7403,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,Tilladelse givet 01-02-2017,Digitaliseret manuelt,2017-04-03T11:10:20.299,2018-08-09T11:04:28.195,,,,,2,POINT (727279.2999548208 6174605.941683147)
cykelstativ.4864,7402,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,Tilladelse givet 01-02-2017,Digitaliseret manuelt,2017-04-03T11:10:20.299,2018-08-09T11:04:28.195,,,,,2,POINT (727275.8047119831 6174612.909348957)
cykelstativ.4865,5638,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727227.96370383 6174708.62155958)
cykelstativ.4866,5637,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,Antal pladser usikkert,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727233.655380682 6174697.42792844)
cykelstativ.4867,5635,7848,Ungarnsgade,0,Amager Vest,Noli,På facade,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727239.60002095 6174685.60188876)
cykelstativ.4868,5634,7848,Ungarnsgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727245.10197524 6174674.53473932)
cykelstativ.4869,5633,7848,Ungarnsgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727246.303551464 6174672.13158687)
cykelstativ.4870,5632,7848,Ungarnsgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (727247.9478136661 6174668.59009905)
cykelstativ.4871,2019,7856,Uplandsgade,0,Amager Øst,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726325.2443756 6174830.58657025)
cykelstativ.4872,4890,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724836.354865078 6177434.41965043)
cykelstativ.4873,4894,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724833.025071866 6177508.3868823)
cykelstativ.4874,1013,7860,Upsalagade,0,Indre By,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-20T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724854.014256518 6177523.34116111)
cykelstativ.4875,1015,7860,Upsalagade,0,Indre By,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-20T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724858.163974188 6177521.88309219)
cykelstativ.4876,1016,7860,Upsalagade,0,Indre By,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-20T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724862.0766654521 6177523.76982694)
cykelstativ.4877,1017,7860,Upsalagade,0,Indre By,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-20T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724862.4258125321 6177528.27600149)
cykelstativ.4878,4885,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724960.860989454 6177648.5849114)
cykelstativ.4879,4887,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724835.878892161 6177456.77626485)
cykelstativ.4880,4888,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724834.45189522 6177463.43562043)
cykelstativ.4881,4889,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724835.403178049 6177445.83583496)
cykelstativ.4882,4891,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724834.451854777 6177472.71126732)
cykelstativ.4883,4892,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724833.976146139 6177483.17619575)
cykelstativ.4884,4893,7860,Upsalagade,0,Indre By,Andet,På facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (724833.02482754 6177499.82468874)
cykelstativ.4885,4663,7872,Urtehaven,0,Valby,Model 32,På fortov,Enkeltsidet,Vinkelret,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (720273.6153234619 6172012.22363569)
cykelstativ.4886,4664,7872,Urtehaven,0,Valby,Model 32,På fortov,Enkeltsidet,Vinkelret,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (720281.00292571 6171997.88315708)
cykelstativ.4887,4665,7872,Urtehaven,0,Valby,Model 32,På fortov,Enkeltsidet,Vinkelret,4,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (720268.835020143 6172026.12982702)
cykelstativ.4888,4025,7884,Utterslevvej,0,Bispebjerg,Andet,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720805.2351157779 6179171.60281029)
cykelstativ.4889,4026,7884,Utterslevvej,0,Bispebjerg,Andet,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (720803.229527824 6179162.4342393)
cykelstativ.4890,1944,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721322.220169909 6174592.85598164)
cykelstativ.4891,1270,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721049.72207873 6174558.91399897)
cykelstativ.4892,7545,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720909.1627892713 6174510.001606779)
cykelstativ.4893,7546,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,2017-09-06T13:59:29.834,2018-08-09T11:04:28.195,,,,,0,POINT (720923.6750010435 6174513.334880421)
cykelstativ.4894,1269,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721105.6343347951 6174567.37288141)
cykelstativ.4895,1268,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721261.570887677 6174582.32085778)
cykelstativ.4896,1491,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720730.594983022 6174488.37014613)
cykelstativ.4897,1490,7912,Valby Langgade,0,Valby,NO,Tæt på facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720782.2599806 6174467.10999023)
cykelstativ.4898,1487,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720875.3540084109 6174495.04861743)
cykelstativ.4899,1486,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720906.371088256 6174509.37553019)
cykelstativ.4900,1482,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721053.914255896 6174550.16512916)
cykelstativ.4901,4541,7912,Valby Langgade,0,Valby,Model 32,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721466.6811382 6174571.64078198)
cykelstativ.4902,4539,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721400.5563193441 6174581.76739393)
cykelstativ.4903,4629,7912,Valby Langgade,0,Valby,Model 32,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (718904.456079039 6175120.17762134)
cykelstativ.4904,4628,7912,Valby Langgade,0,Valby,Model 32,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (718913.9337069211 6175116.6378093)
cykelstativ.4905,4612,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721096.505174661 6174566.89336463)
cykelstativ.4906,4611,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721074.145411857 6174559.74678577)
cykelstativ.4907,4610,7912,Valby Langgade,0,Valby,Andet,På facade,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721019.980220241 6174557.65952631)
cykelstativ.4908,4609,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (720833.288150722 6174497.14309581)
cykelstativ.4909,4613,7912,Valby Langgade,0,Valby,Model 32,Andet,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721115.382738749 6174599.54644567)
cykelstativ.4910,1915,7912,Valby Langgade,0,Valby,Model 32,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (719722.650675243 6174779.97614531)
cykelstativ.4911,1943,7912,Valby Langgade,0,Valby,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (721389.3142499011 6174580.77719242)
cykelstativ.4912,4605,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721028.643934835 6174489.2512709)
cykelstativ.4913,7588,7916,Valby Tingsted,,Valby,Noli,Andet,Dobbeltsidet,Vinkelret,21,Ikke registreret,,,Digitaliseret manuelt,2017-10-13T15:17:56.522,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (721027.8442142709 6174490.026234938)
cykelstativ.4914,7587,7916,Valby Tingsted,,Valby,Noli,Andet,Dobbeltsidet,Vinkelret,14,Ikke registreret,,,Digitaliseret manuelt,2017-10-13T15:16:54.806,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (721026.0014613874 6174510.296516658)
cykelstativ.4915,1484,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (720987.267232733 6174510.73426206)
cykelstativ.4916,4616,7916,Valby Tingsted,0,Valby,NO,På plads,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721031.74254387 6174472.67019093)
cykelstativ.4917,4604,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721024.922245197 6174521.05676695)
cykelstativ.4918,4603,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721026.2226668979 6174510.45417932)
cykelstativ.4919,4602,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (721025.677084638 6174516.24818969)
cykelstativ.4920,4601,7916,Valby Tingsted,0,Valby,NO,På plads,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (720974.716988388 6174507.30336109)
cykelstativ.4921,4426,7924,Valdemarsgade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723117.669572828 6175291.70589602)
cykelstativ.4922,4463,7924,Valdemarsgade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723178.084263003 6174858.41447145)
cykelstativ.4923,4462,7924,Valdemarsgade,0,Vesterbro-Kongens Enghave,NO,På facade,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723174.6839090921 6174883.34825899)
cykelstativ.4924,4460,7924,Valdemarsgade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723190.223043735 6174817.64508118)
cykelstativ.4925,4425,7924,Valdemarsgade,0,Vesterbro-Kongens Enghave,Andet,På fortov,Enkeltsidet,Skråt 45 grader,50,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (723136.384219497 6175110.37462084)
